ord    	character
 187793	𭶑
 187794	𭶒
 187795	𭶓
 187796	𭶔
 187797	𭶕
 187798	𭶖
 187799	𭶗
 187800	𭶘
 187801	𭶙
 187802	𭶚
 187803	𭶛
 187804	𭶜
 187805	𭶝
 187806	𭶞
 187807	𭶟
 187808	𭶠
 187809	𭶡
 187810	𭶢
 187811	𭶣
 187812	𭶤
 187813	𭶥
 187814	𭶦
 187815	𭶧
 187816	𭶨
 187817	𭶩
 187818	𭶪
 187819	𭶫
 187820	𭶬
 187821	𭶭
 187822	𭶮
 187823	𭶯
 187824	𭶰
 187825	𭶱
 187826	𭶲
 187827	𭶳
 187828	𭶴
 187829	𭶵
 187830	𭶶
 187831	𭶷
 187832	𭶸
 187833	𭶹
 187834	𭶺
 187835	𭶻
 187836	𭶼
 187837	𭶽
 187838	𭶾
 187839	𭶿
 187840	𭷀
 187841	𭷁
 187842	𭷂
 187843	𭷃
 187844	𭷄
 187845	𭷅
 187846	𭷆
 187847	𭷇
 187848	𭷈
 187849	𭷉
 187850	𭷊
 187851	𭷋
 187852	𭷌
 187853	𭷍
 187854	𭷎
 187855	𭷏
 187856	𭷐
 187857	𭷑
 187858	𭷒
 187859	𭷓
 187860	𭷔
 187861	𭷕
 187862	𭷖
 187863	𭷗
 187864	𭷘
 187865	𭷙
 187866	𭷚
 187867	𭷛
 187868	𭷜
 187869	𭷝
 187870	𭷞
 187871	𭷟
 187872	𭷠
 187873	𭷡
 187874	𭷢
 187875	𭷣
 187876	𭷤
 187877	𭷥
 187878	𭷦
 187879	𭷧
 187880	𭷨
 187881	𭷩
 187882	𭷪
 187883	𭷫
 187884	𭷬
 187885	𭷭
 187886	𭷮
 187887	𭷯
 187888	𭷰
 187889	𭷱
 187890	𭷲
 187891	𭷳
 187892	𭷴
 187893	𭷵
 187894	𭷶
 187895	𭷷
 187896	𭷸
 187897	𭷹
 187898	𭷺
 187899	𭷻
 187900	𭷼
 187901	𭷽
 187902	𭷾
 187903	𭷿
 187904	𭸀
 187905	𭸁
 187906	𭸂
 187907	𭸃
 187908	𭸄
 187909	𭸅
 187910	𭸆
 187911	𭸇
 187912	𭸈
 187913	𭸉
 187914	𭸊
 187915	𭸋
 187916	𭸌
 187917	𭸍
 187918	𭸎
 187919	𭸏
 187920	𭸐
 187921	𭸑
 187922	𭸒
 187923	𭸓
 187924	𭸔
 187925	𭸕
 187926	𭸖
 187927	𭸗
 187928	𭸘
 187929	𭸙
 187930	𭸚
 187931	𭸛
 187932	𭸜
 187933	𭸝
 187934	𭸞
 187935	𭸟
 187936	𭸠
 187937	𭸡
 187938	𭸢
 187939	𭸣
 187940	𭸤
 187941	𭸥
 187942	𭸦
 187943	𭸧
 187944	𭸨
 187945	𭸩
 187946	𭸪
 187947	𭸫
 187948	𭸬
 187949	𭸭
 187950	𭸮
 187951	𭸯
 187952	𭸰
 187953	𭸱
 187954	𭸲
 187955	𭸳
 187956	𭸴
 187957	𭸵
 187958	𭸶
 187959	𭸷
 187960	𭸸
 187961	𭸹
 187962	𭸺
 187963	𭸻
 187964	𭸼
 187965	𭸽
 187966	𭸾
 187967	𭸿
 187968	𭹀
 187969	𭹁
 187970	𭹂
 187971	𭹃
 187972	𭹄
 187973	𭹅
 187974	𭹆
 187975	𭹇
 187976	𭹈
 187977	𭹉
 187978	𭹊
 187979	𭹋
 187980	𭹌
 187981	𭹍
 187982	𭹎
 187983	𭹏
 187984	𭹐
 187985	𭹑
 187986	𭹒
 187987	𭹓
 187988	𭹔
 187989	𭹕
 187990	𭹖
 187991	𭹗
 187992	𭹘
 187993	𭹙
 187994	𭹚
 187995	𭹛
 187996	𭹜
 187997	𭹝
 187998	𭹞
 187999	𭹟
 188000	𭹠
 188001	𭹡
 188002	𭹢
 188003	𭹣
 188004	𭹤
 188005	𭹥
 188006	𭹦
 188007	𭹧
 188008	𭹨
 188009	𭹩
 188010	𭹪
 188011	𭹫
 188012	𭹬
 188013	𭹭
 188014	𭹮
 188015	𭹯
 188016	𭹰
 188017	𭹱
 188018	𭹲
 188019	𭹳
 188020	𭹴
 188021	𭹵
 188022	𭹶
 188023	𭹷
 188024	𭹸
 188025	𭹹
 188026	𭹺
 188027	𭹻
 188028	𭹼
 188029	𭹽
 188030	𭹾
 188031	𭹿
 188032	𭺀
 188033	𭺁
 188034	𭺂
 188035	𭺃
 188036	𭺄
 188037	𭺅
 188038	𭺆
 188039	𭺇
 188040	𭺈
 188041	𭺉
 188042	𭺊
 188043	𭺋
 188044	𭺌
 188045	𭺍
 188046	𭺎
 188047	𭺏
 188048	𭺐
 188049	𭺑
 188050	𭺒
 188051	𭺓
 188052	𭺔
 188053	𭺕
 188054	𭺖
 188055	𭺗
 188056	𭺘
 188057	𭺙
 188058	𭺚
 188059	𭺛
 188060	𭺜
 188061	𭺝
 188062	𭺞
 188063	𭺟
 188064	𭺠
 188065	𭺡
 188066	𭺢
 188067	𭺣
 188068	𭺤
 188069	𭺥
 188070	𭺦
 188071	𭺧
 188072	𭺨
 188073	𭺩
 188074	𭺪
 188075	𭺫
 188076	𭺬
 188077	𭺭
 188078	𭺮
 188079	𭺯
 188080	𭺰
 188081	𭺱
 188082	𭺲
 188083	𭺳
 188084	𭺴
 188085	𭺵
 188086	𭺶
 188087	𭺷
 188088	𭺸
 188089	𭺹
 188090	𭺺
 188091	𭺻
 188092	𭺼
 188093	𭺽
 188094	𭺾
 188095	𭺿
 188096	𭻀
 188097	𭻁
 188098	𭻂
 188099	𭻃
 188100	𭻄
 188101	𭻅
 188102	𭻆
 188103	𭻇
 188104	𭻈
 188105	𭻉
 188106	𭻊
 188107	𭻋
 188108	𭻌
 188109	𭻍
 188110	𭻎
 188111	𭻏
 188112	𭻐
 188113	𭻑
 188114	𭻒
 188115	𭻓
 188116	𭻔
 188117	𭻕
 188118	𭻖
 188119	𭻗
 188120	𭻘
 188121	𭻙
 188122	𭻚
 188123	𭻛
 188124	𭻜
 188125	𭻝
 188126	𭻞
 188127	𭻟
 188128	𭻠
 188129	𭻡
 188130	𭻢
 188131	𭻣
 188132	𭻤
 188133	𭻥
 188134	𭻦
 188135	𭻧
 188136	𭻨
 188137	𭻩
 188138	𭻪
 188139	𭻫
 188140	𭻬
 188141	𭻭
 188142	𭻮
 188143	𭻯
 188144	𭻰
 188145	𭻱
 188146	𭻲
 188147	𭻳
 188148	𭻴
 188149	𭻵
 188150	𭻶
 188151	𭻷
 188152	𭻸
 188153	𭻹
 188154	𭻺
 188155	𭻻
 188156	𭻼
 188157	𭻽
 188158	𭻾
 188159	𭻿
 188160	𭼀
 188161	𭼁
 188162	𭼂
 188163	𭼃
 188164	𭼄
 188165	𭼅
 188166	𭼆
 188167	𭼇
 188168	𭼈
 188169	𭼉
 188170	𭼊
 188171	𭼋
 188172	𭼌
 188173	𭼍
 188174	𭼎
 188175	𭼏
 188176	𭼐
 188177	𭼑
 188178	𭼒
 188179	𭼓
 188180	𭼔
 188181	𭼕
 188182	𭼖
 188183	𭼗
 188184	𭼘
 188185	𭼙
 188186	𭼚
 188187	𭼛
 188188	𭼜
 188189	𭼝
 188190	𭼞
 188191	𭼟
 188192	𭼠
 188193	𭼡
 188194	𭼢
 188195	𭼣
 188196	𭼤
 188197	𭼥
 188198	𭼦
 188199	𭼧
 188200	𭼨
 188201	𭼩
 188202	𭼪
 188203	𭼫
 188204	𭼬
 188205	𭼭
 188206	𭼮
 188207	𭼯
 188208	𭼰
 188209	𭼱
 188210	𭼲
 188211	𭼳
 188212	𭼴
 188213	𭼵
 188214	𭼶
 188215	𭼷
 188216	𭼸
 188217	𭼹
 188218	𭼺
 188219	𭼻
 188220	𭼼
 188221	𭼽
 188222	𭼾
 188223	𭼿
 188224	𭽀
 188225	𭽁
 188226	𭽂
 188227	𭽃
 188228	𭽄
 188229	𭽅
 188230	𭽆
 188231	𭽇
 188232	𭽈
 188233	𭽉
 188234	𭽊
 188235	𭽋
 188236	𭽌
 188237	𭽍
 188238	𭽎
 188239	𭽏
 188240	𭽐
 188241	𭽑
 188242	𭽒
 188243	𭽓
 188244	𭽔
 188245	𭽕
 188246	𭽖
 188247	𭽗
 188248	𭽘
 188249	𭽙
 188250	𭽚
 188251	𭽛
 188252	𭽜
 188253	𭽝
 188254	𭽞
 188255	𭽟
 188256	𭽠
 188257	𭽡
 188258	𭽢
 188259	𭽣
 188260	𭽤
 188261	𭽥
 188262	𭽦
 188263	𭽧
 188264	𭽨
 188265	𭽩
 188266	𭽪
 188267	𭽫
 188268	𭽬
 188269	𭽭
 188270	𭽮
 188271	𭽯
 188272	𭽰
 188273	𭽱
 188274	𭽲
 188275	𭽳
 188276	𭽴
 188277	𭽵
 188278	𭽶
 188279	𭽷
 188280	𭽸
 188281	𭽹
 188282	𭽺
 188283	𭽻
 188284	𭽼
 188285	𭽽
 188286	𭽾
 188287	𭽿
 188288	𭾀
 188289	𭾁
 188290	𭾂
 188291	𭾃
 188292	𭾄
 188293	𭾅
 188294	𭾆
 188295	𭾇
 188296	𭾈
 188297	𭾉
 188298	𭾊
 188299	𭾋
 188300	𭾌
 188301	𭾍
 188302	𭾎
 188303	𭾏
 188304	𭾐
 188305	𭾑
 188306	𭾒
 188307	𭾓
 188308	𭾔
 188309	𭾕
 188310	𭾖
 188311	𭾗
 188312	𭾘
 188313	𭾙
 188314	𭾚
 188315	𭾛
 188316	𭾜
 188317	𭾝
 188318	𭾞
 188319	𭾟
 188320	𭾠
 188321	𭾡
 188322	𭾢
 188323	𭾣
 188324	𭾤
 188325	𭾥
 188326	𭾦
 188327	𭾧
 188328	𭾨
 188329	𭾩
 188330	𭾪
 188331	𭾫
 188332	𭾬
 188333	𭾭
 188334	𭾮
 188335	𭾯
 188336	𭾰
 188337	𭾱
 188338	𭾲
 188339	𭾳
 188340	𭾴
 188341	𭾵
 188342	𭾶
 188343	𭾷
 188344	𭾸
 188345	𭾹
 188346	𭾺
 188347	𭾻
 188348	𭾼
 188349	𭾽
 188350	𭾾
 188351	𭾿
 188352	𭿀
 188353	𭿁
 188354	𭿂
 188355	𭿃
 188356	𭿄
 188357	𭿅
 188358	𭿆
 188359	𭿇
 188360	𭿈
 188361	𭿉
 188362	𭿊
 188363	𭿋
 188364	𭿌
 188365	𭿍
 188366	𭿎
 188367	𭿏
 188368	𭿐
 188369	𭿑
 188370	𭿒
 188371	𭿓
 188372	𭿔
 188373	𭿕
 188374	𭿖
 188375	𭿗
 188376	𭿘
 188377	𭿙
 188378	𭿚
 188379	𭿛
 188380	𭿜
 188381	𭿝
 188382	𭿞
 188383	𭿟
 188384	𭿠
 188385	𭿡
 188386	𭿢
 188387	𭿣
 188388	𭿤
 188389	𭿥
 188390	𭿦
 188391	𭿧
 188392	𭿨
 188393	𭿩
 188394	𭿪
 188395	𭿫
 188396	𭿬
 188397	𭿭
 188398	𭿮
 188399	𭿯
 188400	𭿰
 188401	𭿱
 188402	𭿲
 188403	𭿳
 188404	𭿴
 188405	𭿵
 188406	𭿶
 188407	𭿷
 188408	𭿸
 188409	𭿹
 188410	𭿺
 188411	𭿻
 188412	𭿼
 188413	𭿽
 188414	𭿾
 188415	𭿿
 188416	𮀀
 188417	𮀁
 188418	𮀂
 188419	𮀃
 188420	𮀄
 188421	𮀅
 188422	𮀆
 188423	𮀇
 188424	𮀈
 188425	𮀉
 188426	𮀊
 188427	𮀋
 188428	𮀌
 188429	𮀍
 188430	𮀎
 188431	𮀏
 188432	𮀐
 188433	𮀑
 188434	𮀒
 188435	𮀓
 188436	𮀔
 188437	𮀕
 188438	𮀖
 188439	𮀗
 188440	𮀘
 188441	𮀙
 188442	𮀚
 188443	𮀛
 188444	𮀜
 188445	𮀝
 188446	𮀞
 188447	𮀟
 188448	𮀠
 188449	𮀡
 188450	𮀢
 188451	𮀣
 188452	𮀤
 188453	𮀥
 188454	𮀦
 188455	𮀧
 188456	𮀨
 188457	𮀩
 188458	𮀪
 188459	𮀫
 188460	𮀬
 188461	𮀭
 188462	𮀮
 188463	𮀯
 188464	𮀰
 188465	𮀱
 188466	𮀲
 188467	𮀳
 188468	𮀴
 188469	𮀵
 188470	𮀶
 188471	𮀷
 188472	𮀸
 188473	𮀹
 188474	𮀺
 188475	𮀻
 188476	𮀼
 188477	𮀽
 188478	𮀾
 188479	𮀿
 188480	𮁀
 188481	𮁁
 188482	𮁂
 188483	𮁃
 188484	𮁄
 188485	𮁅
 188486	𮁆
 188487	𮁇
 188488	𮁈
 188489	𮁉
 188490	𮁊
 188491	𮁋
 188492	𮁌
 188493	𮁍
 188494	𮁎
 188495	𮁏
 188496	𮁐
 188497	𮁑
 188498	𮁒
 188499	𮁓
 188500	𮁔
 188501	𮁕
 188502	𮁖
 188503	𮁗
 188504	𮁘
 188505	𮁙
 188506	𮁚
 188507	𮁛
 188508	𮁜
 188509	𮁝
 188510	𮁞
 188511	𮁟
 188512	𮁠
 188513	𮁡
 188514	𮁢
 188515	𮁣
 188516	𮁤
 188517	𮁥
 188518	𮁦
 188519	𮁧
 188520	𮁨
 188521	𮁩
 188522	𮁪
 188523	𮁫
 188524	𮁬
 188525	𮁭
 188526	𮁮
 188527	𮁯
 188528	𮁰
 188529	𮁱
 188530	𮁲
 188531	𮁳
 188532	𮁴
 188533	𮁵
 188534	𮁶
 188535	𮁷
 188536	𮁸
 188537	𮁹
 188538	𮁺
 188539	𮁻
 188540	𮁼
 188541	𮁽
 188542	𮁾
 188543	𮁿
 188544	𮂀
 188545	𮂁
 188546	𮂂
 188547	𮂃
 188548	𮂄
 188549	𮂅
 188550	𮂆
 188551	𮂇
 188552	𮂈
 188553	𮂉
 188554	𮂊
 188555	𮂋
 188556	𮂌
 188557	𮂍
 188558	𮂎
 188559	𮂏
 188560	𮂐
 188561	𮂑
 188562	𮂒
 188563	𮂓
 188564	𮂔
 188565	𮂕
 188566	𮂖
 188567	𮂗
 188568	𮂘
 188569	𮂙
 188570	𮂚
 188571	𮂛
 188572	𮂜
 188573	𮂝
 188574	𮂞
 188575	𮂟
 188576	𮂠
 188577	𮂡
 188578	𮂢
 188579	𮂣
 188580	𮂤
 188581	𮂥
 188582	𮂦
 188583	𮂧
 188584	𮂨
 188585	𮂩
 188586	𮂪
 188587	𮂫
 188588	𮂬
 188589	𮂭
 188590	𮂮
 188591	𮂯
 188592	𮂰
 188593	𮂱
 188594	𮂲
 188595	𮂳
 188596	𮂴
 188597	𮂵
 188598	𮂶
 188599	𮂷
 188600	𮂸
 188601	𮂹
 188602	𮂺
 188603	𮂻
 188604	𮂼
 188605	𮂽
 188606	𮂾
 188607	𮂿
 188608	𮃀
 188609	𮃁
 188610	𮃂
 188611	𮃃
 188612	𮃄
 188613	𮃅
 188614	𮃆
 188615	𮃇
 188616	𮃈
 188617	𮃉
 188618	𮃊
 188619	𮃋
 188620	𮃌
 188621	𮃍
 188622	𮃎
 188623	𮃏
 188624	𮃐
 188625	𮃑
 188626	𮃒
 188627	𮃓
 188628	𮃔
 188629	𮃕
 188630	𮃖
 188631	𮃗
 188632	𮃘
 188633	𮃙
 188634	𮃚
 188635	𮃛
 188636	𮃜
 188637	𮃝
 188638	𮃞
 188639	𮃟
 188640	𮃠
 188641	𮃡
 188642	𮃢
 188643	𮃣
 188644	𮃤
 188645	𮃥
 188646	𮃦
 188647	𮃧
 188648	𮃨
 188649	𮃩
 188650	𮃪
 188651	𮃫
 188652	𮃬
 188653	𮃭
 188654	𮃮
 188655	𮃯
 188656	𮃰
 188657	𮃱
 188658	𮃲
 188659	𮃳
 188660	𮃴
 188661	𮃵
 188662	𮃶
 188663	𮃷
 188664	𮃸
 188665	𮃹
 188666	𮃺
 188667	𮃻
 188668	𮃼
 188669	𮃽
 188670	𮃾
 188671	𮃿
 188672	𮄀
 188673	𮄁
 188674	𮄂
 188675	𮄃
 188676	𮄄
 188677	𮄅
 188678	𮄆
 188679	𮄇
 188680	𮄈
 188681	𮄉
 188682	𮄊
 188683	𮄋
 188684	𮄌
 188685	𮄍
 188686	𮄎
 188687	𮄏
 188688	𮄐
 188689	𮄑
 188690	𮄒
 188691	𮄓
 188692	𮄔
 188693	𮄕
 188694	𮄖
 188695	𮄗
 188696	𮄘
 188697	𮄙
 188698	𮄚
 188699	𮄛
 188700	𮄜
 188701	𮄝
 188702	𮄞
 188703	𮄟
 188704	𮄠
 188705	𮄡
 188706	𮄢
 188707	𮄣
 188708	𮄤
 188709	𮄥
 188710	𮄦
 188711	𮄧
 188712	𮄨
 188713	𮄩
 188714	𮄪
 188715	𮄫
 188716	𮄬
 188717	𮄭
 188718	𮄮
 188719	𮄯
 188720	𮄰
 188721	𮄱
 188722	𮄲
 188723	𮄳
 188724	𮄴
 188725	𮄵
 188726	𮄶
 188727	𮄷
 188728	𮄸
 188729	𮄹
 188730	𮄺
 188731	𮄻
 188732	𮄼
 188733	𮄽
 188734	𮄾
 188735	𮄿
 188736	𮅀
 188737	𮅁
 188738	𮅂
 188739	𮅃
 188740	𮅄
 188741	𮅅
 188742	𮅆
 188743	𮅇
 188744	𮅈
 188745	𮅉
 188746	𮅊
 188747	𮅋
 188748	𮅌
 188749	𮅍
 188750	𮅎
 188751	𮅏
 188752	𮅐
 188753	𮅑
 188754	𮅒
 188755	𮅓
 188756	𮅔
 188757	𮅕
 188758	𮅖
 188759	𮅗
 188760	𮅘
 188761	𮅙
 188762	𮅚
 188763	𮅛
 188764	𮅜
 188765	𮅝
 188766	𮅞
 188767	𮅟
 188768	𮅠
 188769	𮅡
 188770	𮅢
 188771	𮅣
 188772	𮅤
 188773	𮅥
 188774	𮅦
 188775	𮅧
 188776	𮅨
 188777	𮅩
 188778	𮅪
 188779	𮅫
 188780	𮅬
 188781	𮅭
 188782	𮅮
 188783	𮅯
 188784	𮅰
 188785	𮅱
 188786	𮅲
 188787	𮅳
 188788	𮅴
 188789	𮅵
 188790	𮅶
 188791	𮅷
 188792	𮅸
 188793	𮅹
 188794	𮅺
 188795	𮅻
 188796	𮅼
 188797	𮅽
 188798	𮅾
 188799	𮅿
 188800	𮆀
 188801	𮆁
 188802	𮆂
 188803	𮆃
 188804	𮆄
 188805	𮆅
 188806	𮆆
 188807	𮆇
 188808	𮆈
 188809	𮆉
 188810	𮆊
 188811	𮆋
 188812	𮆌
 188813	𮆍
 188814	𮆎
 188815	𮆏
 188816	𮆐
 188817	𮆑
 188818	𮆒
 188819	𮆓
 188820	𮆔
 188821	𮆕
 188822	𮆖
 188823	𮆗
 188824	𮆘
 188825	𮆙
 188826	𮆚
 188827	𮆛
 188828	𮆜
 188829	𮆝
 188830	𮆞
 188831	𮆟
 188832	𮆠
 188833	𮆡
 188834	𮆢
 188835	𮆣
 188836	𮆤
 188837	𮆥
 188838	𮆦
 188839	𮆧
 188840	𮆨
 188841	𮆩
 188842	𮆪
 188843	𮆫
 188844	𮆬
 188845	𮆭
 188846	𮆮
 188847	𮆯
 188848	𮆰
 188849	𮆱
 188850	𮆲
 188851	𮆳
 188852	𮆴
 188853	𮆵
 188854	𮆶
 188855	𮆷
 188856	𮆸
 188857	𮆹
 188858	𮆺
 188859	𮆻
 188860	𮆼
 188861	𮆽
 188862	𮆾
 188863	𮆿
 188864	𮇀
 188865	𮇁
 188866	𮇂
 188867	𮇃
 188868	𮇄
 188869	𮇅
 188870	𮇆
 188871	𮇇
 188872	𮇈
 188873	𮇉
 188874	𮇊
 188875	𮇋
 188876	𮇌
 188877	𮇍
 188878	𮇎
 188879	𮇏
 188880	𮇐
 188881	𮇑
 188882	𮇒
 188883	𮇓
 188884	𮇔
 188885	𮇕
 188886	𮇖
 188887	𮇗
 188888	𮇘
 188889	𮇙
 188890	𮇚
 188891	𮇛
 188892	𮇜
 188893	𮇝
 188894	𮇞
 188895	𮇟
 188896	𮇠
 188897	𮇡
 188898	𮇢
 188899	𮇣
 188900	𮇤
 188901	𮇥
 188902	𮇦
 188903	𮇧
 188904	𮇨
 188905	𮇩
 188906	𮇪
 188907	𮇫
 188908	𮇬
 188909	𮇭
 188910	𮇮
 188911	𮇯
 188912	𮇰
 188913	𮇱
 188914	𮇲
 188915	𮇳
 188916	𮇴
 188917	𮇵
 188918	𮇶
 188919	𮇷
 188920	𮇸
 188921	𮇹
 188922	𮇺
 188923	𮇻
 188924	𮇼
 188925	𮇽
 188926	𮇾
 188927	𮇿
 188928	𮈀
 188929	𮈁
 188930	𮈂
 188931	𮈃
 188932	𮈄
 188933	𮈅
 188934	𮈆
 188935	𮈇
 188936	𮈈
 188937	𮈉
 188938	𮈊
 188939	𮈋
 188940	𮈌
 188941	𮈍
 188942	𮈎
 188943	𮈏
 188944	𮈐
 188945	𮈑
 188946	𮈒
 188947	𮈓
 188948	𮈔
 188949	𮈕
 188950	𮈖
 188951	𮈗
 188952	𮈘
 188953	𮈙
 188954	𮈚
 188955	𮈛
 188956	𮈜
 188957	𮈝
 188958	𮈞
 188959	𮈟
 188960	𮈠
 188961	𮈡
 188962	𮈢
 188963	𮈣
 188964	𮈤
 188965	𮈥
 188966	𮈦
 188967	𮈧
 188968	𮈨
 188969	𮈩
 188970	𮈪
 188971	𮈫
 188972	𮈬
 188973	𮈭
 188974	𮈮
 188975	𮈯
 188976	𮈰
 188977	𮈱
 188978	𮈲
 188979	𮈳
 188980	𮈴
 188981	𮈵
 188982	𮈶
 188983	𮈷
 188984	𮈸
 188985	𮈹
 188986	𮈺
 188987	𮈻
 188988	𮈼
 188989	𮈽
 188990	𮈾
 188991	𮈿
 188992	𮉀
 188993	𮉁
 188994	𮉂
 188995	𮉃
 188996	𮉄
 188997	𮉅
 188998	𮉆
 188999	𮉇
 189000	𮉈
 189001	𮉉
 189002	𮉊
 189003	𮉋
 189004	𮉌
 189005	𮉍
 189006	𮉎
 189007	𮉏
 189008	𮉐
 189009	𮉑
 189010	𮉒
 189011	𮉓
 189012	𮉔
 189013	𮉕
 189014	𮉖
 189015	𮉗
 189016	𮉘
 189017	𮉙
 189018	𮉚
 189019	𮉛
 189020	𮉜
 189021	𮉝
 189022	𮉞
 189023	𮉟
 189024	𮉠
 189025	𮉡
 189026	𮉢
 189027	𮉣
 189028	𮉤
 189029	𮉥
 189030	𮉦
 189031	𮉧
 189032	𮉨
 189033	𮉩
 189034	𮉪
 189035	𮉫
 189036	𮉬
 189037	𮉭
 189038	𮉮
 189039	𮉯
 189040	𮉰
 189041	𮉱
 189042	𮉲
 189043	𮉳
 189044	𮉴
 189045	𮉵
 189046	𮉶
 189047	𮉷
 189048	𮉸
 189049	𮉹
 189050	𮉺
 189051	𮉻
 189052	𮉼
 189053	𮉽
 189054	𮉾
 189055	𮉿
 189056	𮊀
 189057	𮊁
 189058	𮊂
 189059	𮊃
 189060	𮊄
 189061	𮊅
 189062	𮊆
 189063	𮊇
 189064	𮊈
 189065	𮊉
 189066	𮊊
 189067	𮊋
 189068	𮊌
 189069	𮊍
 189070	𮊎
 189071	𮊏
 189072	𮊐
 189073	𮊑
 189074	𮊒
 189075	𮊓
 189076	𮊔
 189077	𮊕
 189078	𮊖
 189079	𮊗
 189080	𮊘
 189081	𮊙
 189082	𮊚
 189083	𮊛
 189084	𮊜
 189085	𮊝
 189086	𮊞
 189087	𮊟
 189088	𮊠
 189089	𮊡
 189090	𮊢
 189091	𮊣
 189092	𮊤
 189093	𮊥
 189094	𮊦
 189095	𮊧
 189096	𮊨
 189097	𮊩
 189098	𮊪
 189099	𮊫
 189100	𮊬
 189101	𮊭
 189102	𮊮
 189103	𮊯
 189104	𮊰
 189105	𮊱
 189106	𮊲
 189107	𮊳
 189108	𮊴
 189109	𮊵
 189110	𮊶
 189111	𮊷
 189112	𮊸
 189113	𮊹
 189114	𮊺
 189115	𮊻
 189116	𮊼
 189117	𮊽
 189118	𮊾
 189119	𮊿
 189120	𮋀
 189121	𮋁
 189122	𮋂
 189123	𮋃
 189124	𮋄
 189125	𮋅
 189126	𮋆
 189127	𮋇
 189128	𮋈
 189129	𮋉
 189130	𮋊
 189131	𮋋
 189132	𮋌
 189133	𮋍
 189134	𮋎
 189135	𮋏
 189136	𮋐
 189137	𮋑
 189138	𮋒
 189139	𮋓
 189140	𮋔
 189141	𮋕
 189142	𮋖
 189143	𮋗
 189144	𮋘
 189145	𮋙
 189146	𮋚
 189147	𮋛
 189148	𮋜
 189149	𮋝
 189150	𮋞
 189151	𮋟
 189152	𮋠
 189153	𮋡
 189154	𮋢
 189155	𮋣
 189156	𮋤
 189157	𮋥
 189158	𮋦
 189159	𮋧
 189160	𮋨
 189161	𮋩
 189162	𮋪
 189163	𮋫
 189164	𮋬
 189165	𮋭
 189166	𮋮
 189167	𮋯
 189168	𮋰
 189169	𮋱
 189170	𮋲
 189171	𮋳
 189172	𮋴
 189173	𮋵
 189174	𮋶
 189175	𮋷
 189176	𮋸
 189177	𮋹
 189178	𮋺
 189179	𮋻
 189180	𮋼
 189181	𮋽
 189182	𮋾
 189183	𮋿
 189184	𮌀
 189185	𮌁
 189186	𮌂
 189187	𮌃
 189188	𮌄
 189189	𮌅
 189190	𮌆
 189191	𮌇
 189192	𮌈
 189193	𮌉
 189194	𮌊
 189195	𮌋
 189196	𮌌
 189197	𮌍
 189198	𮌎
 189199	𮌏
 189200	𮌐
 189201	𮌑
 189202	𮌒
 189203	𮌓
 189204	𮌔
 189205	𮌕
 189206	𮌖
 189207	𮌗
 189208	𮌘
 189209	𮌙
 189210	𮌚
 189211	𮌛
 189212	𮌜
 189213	𮌝
 189214	𮌞
 189215	𮌟
 189216	𮌠
 189217	𮌡
 189218	𮌢
 189219	𮌣
 189220	𮌤
 189221	𮌥
 189222	𮌦
 189223	𮌧
 189224	𮌨
 189225	𮌩
 189226	𮌪
 189227	𮌫
 189228	𮌬
 189229	𮌭
 189230	𮌮
 189231	𮌯
 189232	𮌰
 189233	𮌱
 189234	𮌲
 189235	𮌳
 189236	𮌴
 189237	𮌵
 189238	𮌶
 189239	𮌷
 189240	𮌸
 189241	𮌹
 189242	𮌺
 189243	𮌻
 189244	𮌼
 189245	𮌽
 189246	𮌾
 189247	𮌿
 189248	𮍀
 189249	𮍁
 189250	𮍂
 189251	𮍃
 189252	𮍄
 189253	𮍅
 189254	𮍆
 189255	𮍇
 189256	𮍈
 189257	𮍉
 189258	𮍊
 189259	𮍋
 189260	𮍌
 189261	𮍍
 189262	𮍎
 189263	𮍏
 189264	𮍐
 189265	𮍑
 189266	𮍒
 189267	𮍓
 189268	𮍔
 189269	𮍕
 189270	𮍖
 189271	𮍗
 189272	𮍘
 189273	𮍙
 189274	𮍚
 189275	𮍛
 189276	𮍜
 189277	𮍝
 189278	𮍞
 189279	𮍟
 189280	𮍠
 189281	𮍡
 189282	𮍢
 189283	𮍣
 189284	𮍤
 189285	𮍥
 189286	𮍦
 189287	𮍧
 189288	𮍨
 189289	𮍩
 189290	𮍪
 189291	𮍫
 189292	𮍬
 189293	𮍭
 189294	𮍮
 189295	𮍯
 189296	𮍰
 189297	𮍱
 189298	𮍲
 189299	𮍳
 189300	𮍴
 189301	𮍵
 189302	𮍶
 189303	𮍷
 189304	𮍸
 189305	𮍹
 189306	𮍺
 189307	𮍻
 189308	𮍼
 189309	𮍽
 189310	𮍾
 189311	𮍿
 189312	𮎀
 189313	𮎁
 189314	𮎂
 189315	𮎃
 189316	𮎄
 189317	𮎅
 189318	𮎆
 189319	𮎇
 189320	𮎈
 189321	𮎉
 189322	𮎊
 189323	𮎋
 189324	𮎌
 189325	𮎍
 189326	𮎎
 189327	𮎏
 189328	𮎐
 189329	𮎑
 189330	𮎒
 189331	𮎓
 189332	𮎔
 189333	𮎕
 189334	𮎖
 189335	𮎗
 189336	𮎘
 189337	𮎙
 189338	𮎚
 189339	𮎛
 189340	𮎜
 189341	𮎝
 189342	𮎞
 189343	𮎟
 189344	𮎠
 189345	𮎡
 189346	𮎢
